StartTime,EndTime,HolepunchTime
0 days 01:32:09.705518182,01:32:09.747034851,41.516669
0 days 01:34:21.437207585,01:34:21.438323117,1.115532
0 days 01:36:33.823779451,01:36:33.825018726,1.239275
0 days 01:38:45.244854960,01:38:45.246324895,1.469935
0 days 01:40:57.351407133,01:40:57.352544023,1.13689
0 days 01:43:09.483237122,01:43:09.48420192,0.964798
0 days 01:45:21.225488970,01:45:21.226824863,1.335893
0 days 01:47:33.439805848,01:47:33.445292814,5.486966
0 days 01:49:45.989007130,01:49:45.989846533,0.839403
0 days 01:51:56.299254018,01:51:56.300695861,1.441843
0 days 01:54:08.306727010,01:54:08.308092667,1.365657
0 days 01:56:20.054396587,01:56:20.057936979,3.540392
0 days 01:58:32.720134049,01:58:32.793657713,73.523664
0 days 02:00:43.598709074,02:00:43.599621246,0.912172
0 days 02:02:55.418547586,02:02:55.424721637,6.174051
0 days 02:05:06.332478924,02:05:06.333971274,1.49235
0 days 02:07:18.751743512,02:07:18.754035577,2.292065
0 days 02:09:30.749351281,02:09:30.750805386,1.454105
0 days 02:11:41.938642331,02:11:41.940504179,1.861848
0 days 02:13:54.213764543,02:13:54.215472924,1.708381
0 days 02:16:05.797406388,02:16:05.799273939,1.867551
0 days 02:18:17.534474947,02:18:17.537747553,3.272606
0 days 02:20:28.958839878,02:20:28.959834759,0.994881
0 days 02:22:40.327692288,02:22:40.329019785,1.327497
0 days 02:24:51.925255006,02:24:51.926681028,1.426022
0 days 02:27:04.139950036,02:27:04.140900717,0.950681
0 days 02:29:15.481581240,02:29:15.483000984,1.419744
0 days 02:31:28.158238173,02:31:28.159334366,1.096193
0 days 02:33:39.501150744,02:33:39.502669761,1.519017
0 days 02:35:54.668115157,02:35:54.669127443,1.012286
0 days 02:38:03.963180824,02:38:03.96427665,1.095826
0 days 02:40:15.472465775,02:40:15.474879435,2.41366
0 days 02:42:27.217778296,02:42:27.219727619,1.949323
0 days 02:44:38.589365774,02:44:38.59124558,1.879806
0 days 02:46:50.728698427,02:46:50.731864329,3.165902
0 days 02:49:02.151740329,02:49:02.155031598,3.291269
0 days 02:51:13.690387321,02:51:13.692931692,2.544371
0 days 02:53:25.095477341,02:53:25.096616971,1.13963
0 days 02:55:37.225772991,02:55:37.229193193,3.420202
0 days 02:57:48.123583563,02:57:48.124941406,1.357843
0 days 03:00:00.777573865,03:00:00.778661716,1.087851
0 days 03:02:12.543036808,03:02:12.545073002,2.036194
0 days 03:04:27.752024337,03:04:27.75350231,1.477973
0 days 03:06:37.350639184,03:06:37.394272489,43.633305
0 days 03:08:48.963672540,03:08:48.964578832,0.906292
0 days 03:11:00.117250429,03:11:00.122895531,5.645102
0 days 03:13:12.383588094,03:13:12.385733009,2.144915
0 days 03:15:24.516856947,03:15:24.517860438,1.003491
0 days 03:17:36.168020041,03:17:36.171004169,2.984128
0 days 03:19:48.355506196,03:19:48.357147134,1.640938
0 days 03:22:01.686411018,03:22:01.690737647,4.326629
0 days 03:24:11.879202779,03:24:11.881383004,2.180225
0 days 03:26:23.305961625,03:26:23.318952056,12.990431
0 days 03:28:35.249889686,03:28:35.252160794,2.271108
0 days 03:30:47.187087017,03:30:47.188583211,1.496194
0 days 03:32:58.455484678,03:32:58.458274841,2.790163
0 days 03:35:10.140778919,03:35:10.143401956,2.623037
0 days 03:37:21.890368019,03:37:21.891836573,1.468554
0 days 03:39:34.109283830,03:39:34.1114247,2.14087
0 days 03:41:44.609980489,03:41:44.611786368,1.805879
0 days 03:43:56.709040362,03:43:56.710381456,1.341094
0 days 03:46:09.651437372,03:46:09.667592352,16.15498
0 days 03:48:22.308868857,03:48:22.311881293,3.012436
0 days 03:50:34.149955274,03:50:34.151614416,1.659142
0 days 03:52:45.619717282,03:52:45.620733222,1.01594
0 days 03:54:58.179988701,03:54:58.184594899,4.606198
0 days 03:57:10.552723478,03:57:10.554067117,1.343639
0 days 03:59:22.096103188,03:59:22.098561961,2.458773
0 days 04:01:35.125152158,04:01:35.126193886,1.041728
0 days 04:03:46.937352334,04:03:46.938380964,1.02863
0 days 04:05:59.565554369,04:05:59.566561655,1.007286
0 days 04:08:11.528431106,04:08:11.529727869,1.296763
0 days 04:10:23.654278402,04:10:23.655223975,0.945573
0 days 04:12:35.298479213,04:12:35.302053017,3.573804
0 days 04:14:47.934202326,04:14:47.936495196,2.29287
0 days 04:17:00.065424788,04:17:00.066945134,1.520346
0 days 04:19:12.433800897,04:19:12.435468625,1.667728
0 days 04:21:28.129200469,04:21:28.141873367,12.672898
0 days 04:23:37.123973662,04:23:37.127048101,3.074439
0 days 04:25:48.980561987,04:25:48.981531822,0.969835
0 days 04:28:00.774634460,04:28:00.775904743,1.270283
0 days 04:30:12.951837168,04:30:12.952507196,0.670028
0 days 04:32:25.245813427,04:32:25.247405804,1.592377
0 days 04:34:36.443311633,04:34:36.449379768,6.068135
0 days 04:36:47.914390951,04:36:47.915773647,1.382696
0 days 04:39:00.227184413,04:39:00.229670617,2.486204
0 days 04:41:11.665959257,04:41:11.667176371,1.217114
0 days 04:43:23.371926857,04:43:23.374733056,2.806199
0 days 04:45:35.702270849,04:45:35.705864169,3.59332
0 days 04:47:47.729836851,04:47:47.732285021,2.44817
0 days 04:49:59.277441772,04:49:59.2790499,1.608128
0 days 04:52:10.979095877,04:52:10.980173667,1.07779
0 days 04:54:24.556541655,04:54:24.557347236,0.805581
0 days 04:56:35.625973963,04:56:35.627432838,1.458875
0 days 04:58:47.811960450,04:58:47.813478965,1.518515
0 days 05:00:59.755254927,05:00:59.757451394,2.196467
0 days 05:03:11.614679829,05:03:11.616757691,2.077862
0 days 05:05:23.382830988,05:05:23.384068976,1.237988
0 days 05:07:36.188305907,05:07:36.189299767,0.99386
0 days 05:09:47.558418244,05:09:47.561642564,3.22432
