StartTime,EndTime,HolepunchTime
0 days 05:27:43.219935323,05:27:43.723219806,503.284483
0 days 05:29:54.221237488,05:29:54.725149154,503.911666
0 days 05:32:06.005913305,05:32:06.513707747,507.794442
0 days 05:34:17.184580330,05:34:17.687116854,502.536524
0 days 05:36:29.073131471,05:36:29.579891233,506.759762
0 days 05:38:40.953316195,05:38:41.457621041,504.304846
0 days 05:40:53.121995928,05:40:53.624283549,502.287621
0 days 05:43:05.137027342,05:43:05.641587595,504.560253
0 days 05:45:19.232033110,05:45:19.742065983,510.032873
0 days 05:47:28.389815401,05:47:28.892400267,502.584866
0 days 05:49:40.590752638,05:49:41.094301026,503.548388
0 days 05:51:52.341802626,05:51:52.8443774,502.574774
0 days 05:54:04.612661437,05:54:05.115925274,503.263837
0 days 05:56:15.191711557,05:56:15.694972219,503.260662
0 days 05:58:26.717533838,05:58:27.223920037,506.386199
0 days 06:00:39.094529450,06:00:39.598320058,503.790608
0 days 06:02:50.464247271,06:02:50.966232886,501.985615
0 days 06:05:02.570542024,06:05:03.074473628,503.931604
0 days 06:07:13.116941961,06:07:13.621471428,504.529467
0 days 06:09:26.062765888,06:09:26.574941497,512.175609
0 days 06:11:37.924479436,06:11:38.428732269,504.252833
0 days 06:13:49.305860273,06:13:49.809060922,503.200649
0 days 06:16:00.214754329,06:16:00.717924037,503.169708
0 days 06:18:12.990556616,06:18:13.494548167,503.991551
0 days 06:20:24.622987777,06:20:25.126830141,503.842364
0 days 06:22:35.401830963,06:22:35.906400662,504.569699
0 days 06:24:47.736608685,06:24:48.240434655,503.82597
0 days 06:26:59.199455905,06:26:59.701806212,502.350307
0 days 06:29:11.066003777,06:29:11.570644554,504.640777
0 days 06:31:23.779018399,06:31:24.282530073,503.511674
0 days 06:33:35.283089526,06:33:35.788792115,505.702589
0 days 06:35:47.383604646,06:35:47.887145617,503.540971
0 days 06:37:58.174735475,06:37:59.70758835,1532.852875
0 days 06:40:09.725297778,06:40:10.229253062,503.955284
0 days 06:42:21.711018311,06:42:22.213968764,502.950453
0 days 06:44:33.514653288,06:44:34.017985304,503.332016
0 days 06:46:45.077518661,06:46:45.582764259,505.245598
0 days 06:48:56.361059539,06:48:56.865112161,504.052622
0 days 06:51:08.592239164,06:51:09.095622338,503.383174
0 days 06:53:19.873381003,06:53:20.376454704,503.073701
0 days 06:55:31.451366163,06:55:31.954911926,503.545763
0 days 06:57:43.043323971,06:57:43.546305052,502.981081
0 days 06:59:54.777127277,06:59:55.299154442,522.027165
0 days 07:02:06.681414754,07:02:08.188457867,1507.043113
0 days 07:04:20.864798557,07:04:21.367219337,502.42078
0 days 07:06:31.682554292,07:06:32.184801962,502.24767
0 days 07:08:42.907145918,07:08:43.41063674,503.490822
0 days 07:10:55.354224384,07:10:55.85774632,503.521936
0 days 07:13:08.076326064,07:13:08.583403425,507.077361
0 days 07:15:18.533514945,07:15:19.03744494,503.929995
0 days 07:17:30.658300096,07:17:31.21004478,551.744684
0 days 07:19:42.313518110,07:19:42.818672184,505.154074
0 days 07:21:53.595645509,07:21:54.098608039,502.96253
0 days 07:24:05.530703634,07:24:06.033550107,502.846473
0 days 07:26:17.178605015,07:26:17.681355497,502.750482
0 days 07:28:28.793274374,07:28:29.297801538,504.527164
0 days 07:30:40.159481156,07:30:40.662028659,502.547503
0 days 07:32:51.910433337,07:32:52.413167368,502.734031
0 days 07:35:04.070498444,07:35:04.575529975,505.031531
0 days 07:37:15.211885806,07:37:15.714680214,502.794408
0 days 07:39:26.718948688,07:39:27.223462537,504.513849
0 days 07:41:39.758559938,07:41:40.262431489,503.871551
0 days 07:43:51.249281433,07:43:51.752955519,503.674086
0 days 07:46:02.690738232,07:46:03.194813529,504.075297
0 days 07:48:15.958998624,07:48:16.461729512,502.730888
0 days 07:50:26.947144706,07:50:27.550185134,603.040428
0 days 07:52:38.528509470,07:52:39.131547162,603.037692
0 days 07:54:49.696741836,07:54:50.198842639,502.100803
0 days 07:57:03.813923872,07:57:04.316844424,502.920552
0 days 07:59:16.221932441,07:59:16.738932184,516.999743
0 days 08:01:27.552077245,08:01:28.055334476,503.257231
0 days 08:03:39.351297162,08:03:39.854761525,503.464363
0 days 08:05:51.663115035,08:05:52.16667776,503.562725
0 days 08:08:03.457497080,08:08:03.965826448,508.329368
0 days 08:10:14.459999198,08:10:14.965020982,505.021784
0 days 08:12:26.891723309,08:12:28.411453383,1519.730074
0 days 08:14:37.748644615,08:14:38.253013854,504.369239
0 days 08:16:50.647208760,08:16:51.149276497,502.067737
0 days 08:19:02.259790627,08:19:02.762563193,502.772566
0 days 08:21:14.460764775,08:21:14.964180962,503.416187
0 days 08:23:27.308634014,08:23:27.811980343,503.346329
0 days 08:25:39.086554647,08:25:39.612603369,526.048722
0 days 08:27:51.072530512,08:27:51.576818737,504.288225
0 days 08:30:03.261370640,08:30:03.765684034,504.313394
0 days 08:32:14.705662343,08:32:15.210073586,504.411243
0 days 08:34:26.892614120,08:34:27.39713832,504.5242
0 days 08:36:38.502413483,08:36:39.011886646,509.473163
0 days 08:38:50.061246707,08:38:50.564128423,502.881716
0 days 08:41:01.920623877,08:41:02.42824058,507.616703
0 days 08:43:13.330945494,08:43:13.834966705,504.021211
0 days 08:45:24.662911159,08:45:25.166050701,503.139542
0 days 08:47:37.064633140,08:47:37.567884257,503.251117
0 days 08:49:48.640556587,08:49:49.142725179,502.168592
0 days 08:51:59.042667483,08:51:59.636531149,593.863666
0 days 08:54:12.421637751,08:54:12.923894086,502.256335
0 days 08:56:23.961016005,08:56:24.464147274,503.131269
0 days 08:58:35.158341433,08:58:35.663233564,504.892131
0 days 09:00:48.340059157,09:00:48.844399945,504.340788
0 days 09:02:59.114462389,09:02:59.617932097,503.469708
0 days 09:05:10.993073434,09:05:12.507705667,1514.632233
