StartTime,EndTime,HolepunchTime
0 days 05:27:36.209962535,05:27:36.618063554,408.101019
0 days 05:29:47.003863547,05:29:47.411318698,407.455151
0 days 05:31:58.941595361,05:31:59.353684662,412.089301
0 days 05:34:10.686974009,05:34:11.094219087,407.245078
0 days 05:36:22.477333682,05:36:22.893532097,416.198415
0 days 05:38:33.943300725,05:38:34.351065632,407.764907
0 days 05:40:46.145542348,05:40:46.555579203,410.036855
0 days 05:42:57.188198332,05:42:57.600069494,411.871162
0 days 05:45:08.587672472,05:45:09.002044146,414.371674
0 days 05:47:21.243194721,05:47:21.651383912,408.189191
0 days 05:49:33.837977685,05:49:34.252433162,414.455477
0 days 05:51:45.284857295,05:51:45.70731067,422.453375
0 days 05:53:55.985529720,05:53:56.405986182,420.456462
0 days 05:56:08.166004159,05:56:08.573042543,407.038384
0 days 05:58:19.462929075,05:58:19.879958924,417.029849
0 days 06:00:31.898555862,06:00:32.314400325,415.844463
0 days 06:02:42.805287327,06:02:43.212578065,407.290738
0 days 06:04:54.735183221,06:04:55.15372222,418.538999
0 days 06:07:05.914397055,06:07:06.337252679,422.855624
0 days 06:09:17.643277992,06:09:18.26064215,617.364158
0 days 06:11:29.985633867,06:11:30.401676298,416.042431
0 days 06:13:42.603854544,06:13:43.012180826,408.326282
0 days 06:15:53.568037079,06:15:53.980578784,412.541705
0 days 06:18:05.315567900,06:18:05.755466543,439.898643
0 days 06:20:17.129840833,06:20:17.542800199,412.959366
0 days 06:22:27.848705674,06:22:28.258834807,410.129133
0 days 06:24:40.236955860,06:24:40.713820416,476.864556
0 days 06:26:51.698305249,06:26:52.108439805,410.134556
0 days 06:29:05.159943485,06:29:05.568567719,408.624234
0 days 06:31:15.382430236,06:31:16.009161231,626.730995
0 days 06:33:29.876767762,06:33:30.313733823,436.966061
0 days 06:35:39.454872899,06:35:39.865653773,410.780874
0 days 06:37:51.272913202,06:37:51.68721966,414.306458
0 days 06:40:02.212427963,06:40:02.62556618,413.138217
0 days 06:42:14.298345185,06:42:14.708827657,410.482472
0 days 06:44:25.811269781,06:44:26.219163385,407.893604
0 days 06:46:37.842011583,06:46:38.252757812,410.746229
0 days 06:48:49.333271271,06:48:49.748572476,415.301205
0 days 06:51:01.320101482,06:51:01.737492628,417.391146
0 days 06:53:13.946994218,06:53:14.357705654,410.711436
0 days 06:55:24.672771770,06:55:25.086117003,413.345233
0 days 06:57:35.878616157,06:57:36.293582736,414.966579
0 days 06:59:47.531532939,06:59:47.941670962,410.138023
0 days 07:01:59.420709458,07:01:59.827820712,407.111254
0 days 07:04:13.881993274,07:04:14.297644056,415.650782
0 days 07:06:23.640403445,07:06:24.051203007,410.799562
0 days 07:08:35.338236015,07:08:35.757543645,419.30763
0 days 07:10:47.290878648,07:10:47.706090471,415.211823
0 days 07:12:58.447281145,07:12:58.857803705,410.52256
0 days 07:15:10.870493969,07:15:11.28054534,410.051371
0 days 07:17:22.051932822,07:17:22.461644685,409.711863
0 days 07:19:33.818954947,07:19:34.230207781,411.252834
0 days 07:21:45.657013781,07:21:46.067924017,410.910236
0 days 07:23:57.842038116,07:23:58.25484724,412.809124
0 days 07:26:09.623798761,07:26:10.030546747,406.747986
0 days 07:28:21.013846374,07:28:21.426103868,412.257494
0 days 07:30:32.675749832,07:30:33.087795102,412.04527
0 days 07:32:44.423798953,07:32:44.839299476,415.500523
0 days 07:34:56.221671703,07:34:56.63067697,409.005267
0 days 07:37:07.779042121,07:37:08.194363541,415.32142
0 days 07:39:19.186317120,07:39:19.594909515,408.592395
0 days 07:41:30.899975275,07:41:31.311963082,411.987807
0 days 07:43:43.528099492,07:43:43.93534041,407.240918
0 days 07:45:55.730249207,07:45:56.144369483,414.120276
0 days 07:48:07.116727211,07:48:07.525172682,408.445471
0 days 07:50:19.611759231,07:50:20.019960521,408.20129
0 days 07:52:30.176704052,07:52:30.587565288,410.861236
0 days 07:54:42.414088225,07:54:42.822333634,408.245409
0 days 07:56:55.019626172,07:56:55.431067761,411.441589
0 days 07:59:07.081122549,07:59:07.57246938,491.346831
0 days 08:01:19.953017811,08:01:20.376693494,423.675683
0 days 08:03:31.290217167,08:03:31.708309297,418.09213
0 days 08:05:42.589846046,08:05:43.034146526,444.30048
0 days 08:07:54.473166641,08:07:54.883088555,409.921914
0 days 08:10:05.767103682,08:10:06.184931281,417.827599
0 days 08:12:17.460882452,08:12:17.872384899,411.502447
0 days 08:14:28.996443588,08:14:29.404459503,408.015915
0 days 08:16:40.538627511,08:16:40.966735434,428.107923
0 days 08:18:52.425190884,08:18:52.839382119,414.191235
0 days 08:21:07.689587135,08:21:08.126439225,436.85209
0 days 08:23:17.479658764,08:23:17.891978565,412.319801
0 days 08:25:29.662239105,08:25:30.076474018,414.234913
0 days 08:27:41.138039833,08:27:41.551692656,413.652823
0 days 08:29:54.493582937,08:29:55.101692098,608.109161
0 days 08:32:05.359027258,08:32:05.766421154,407.393896
0 days 08:34:17.277416491,08:34:18.298979337,1021.562846
0 days 08:36:30.029225302,08:36:30.467843141,438.617839
0 days 08:38:40.796902446,08:38:41.206888808,409.986362
0 days 08:40:52.729674818,08:40:53.145453929,415.779111
0 days 08:43:04.633392729,08:43:05.049757294,416.364565
0 days 08:45:16.561453711,08:45:16.971229869,409.776158
0 days 08:47:27.826930051,08:47:28.242073999,415.143948
0 days 08:49:39.185572257,08:49:39.597103842,411.531585
0 days 08:51:50.493511563,08:51:50.903781544,410.269981
0 days 08:54:04.030260135,08:54:04.442401082,412.140947
