Container,StartTime,EndTime
quic-go-dockerhalf-clientB-1,14:38:40.322927923,14:38:40.373358523
quic-go-dockerhalf-clientA-1,14:38:38.038701218,00:00:00
quic-go-dockerhalf-clientB-1,14:40:50.683036529,14:40:50.730608358
quic-go-dockerhalf-clientA-1,14:40:48.902895041,00:00:00
quic-go-dockerhalf-clientA-1,14:43:01.061877034,00:00:00
quic-go-dockerhalf-clientB-1,14:43:02.665872089,14:43:02.717006323
quic-go-dockerhalf-clientA-1,14:45:12.631106477,00:00:00
quic-go-dockerhalf-clientB-1,14:45:14.602588897,14:45:14.650340926
quic-go-dockerhalf-clientB-1,14:47:26.110072355,14:47:26.15646877
quic-go-dockerhalf-clientA-1,14:47:24.470670744,00:00:00
quic-go-dockerhalf-clientB-1,14:49:37.513193353,14:49:37.576076651
quic-go-dockerhalf-clientA-1,14:49:35.806115738,00:00:00
quic-go-dockerhalf-clientB-1,14:51:49.230948032,14:51:49.279414889
quic-go-dockerhalf-clientA-1,14:51:47.506628836,00:00:00
quic-go-dockerhalf-clientA-1,14:53:59.414692618,14:54:01.559336432
quic-go-dockerhalf-clientB-1,14:54:01.509433987,14:54:01.558051471
quic-go-dockerhalf-clientB-1,14:56:12.089338566,00:00:00
quic-go-dockerhalf-clientA-1,14:56:10.672035606,14:56:12.142923981
quic-go-dockerhalf-clientB-1,14:58:23.834424257,14:58:23.88247064
quic-go-dockerhalf-clientA-1,14:58:22.77285089,00:00:00
quic-go-dockerhalf-clientA-1,15:00:34.337552197,15:00:36.224245327
quic-go-dockerhalf-clientB-1,15:00:36.17539883,00:00:00
quic-go-dockerhalf-clientA-1,15:02:46.226387183,00:00:00
quic-go-dockerhalf-clientB-1,15:02:47.565619262,15:02:47.6121459
quic-go-dockerhalf-clientB-1,15:04:59.519664432,15:04:59.573680081
quic-go-dockerhalf-clientA-1,15:04:58.086290828,00:00:00
quic-go-dockerhalf-clientA-1,15:07:09.22607517,15:07:11.099641049
quic-go-dockerhalf-clientB-1,15:07:11.026147295,00:00:00
quic-go-dockerhalf-clientB-1,15:09:23.297183665,15:09:23.361015724
quic-go-dockerhalf-clientA-1,15:09:21.246864667,15:09:23.360400572
quic-go-dockerhalf-clientB-1,15:11:34.256962781,00:00:00
quic-go-dockerhalf-clientA-1,15:11:33.354403174,15:11:34.303462666
quic-go-dockerhalf-clientB-1,15:13:46.157824972,00:00:00
quic-go-dockerhalf-clientA-1,15:13:44.41649459,15:13:46.205355214
quic-go-dockerhalf-clientB-1,15:15:57.889400231,00:00:00
quic-go-dockerhalf-clientA-1,15:15:55.963731415,15:15:57.941635877
quic-go-dockerhalf-clientA-1,15:18:07.618760606,15:18:09.657960152
quic-go-dockerhalf-clientB-1,15:18:09.41461084,00:00:00
quic-go-dockerhalf-clientA-1,15:20:19.267373445,15:20:21.296222783
quic-go-dockerhalf-clientB-1,15:20:21.249410549,00:00:00
quic-go-dockerhalf-clientA-1,15:22:31.222535858,15:22:32.731144717
quic-go-dockerhalf-clientB-1,15:22:32.683398054,15:22:32.731143504
quic-go-dockerhalf-clientB-1,15:24:44.290959604,15:24:44.34628403
quic-go-dockerhalf-clientA-1,15:24:42.541675347,00:00:00
quic-go-dockerhalf-clientA-1,15:26:53.861898371,00:00:00
quic-go-dockerhalf-clientB-1,15:26:55.549895985,15:26:55.599746867
quic-go-dockerhalf-clientB-1,15:29:06.568923555,15:29:06.715704282
quic-go-dockerhalf-clientA-1,15:29:05.058016849,00:00:00
quic-go-dockerhalf-clientB-1,15:31:19.278062249,15:31:19.329682319
quic-go-dockerhalf-clientA-1,15:31:17.547622458,00:00:00
quic-go-dockerhalf-clientA-1,15:33:29.429765748,00:00:00
quic-go-dockerhalf-clientB-1,15:33:31.130466095,15:33:31.191191632
quic-go-dockerhalf-clientA-1,15:35:40.856363181,15:35:42.703986469
quic-go-dockerhalf-clientB-1,15:35:42.645178423,00:00:00
quic-go-dockerhalf-clientB-1,15:37:53.995472302,15:37:54.045816104
quic-go-dockerhalf-clientA-1,15:37:52.734465471,00:00:00
quic-go-dockerhalf-clientB-1,15:40:05.648397641,15:40:05.694997029
quic-go-dockerhalf-clientA-1,15:40:04.543765604,00:00:00
quic-go-dockerhalf-clientA-1,15:42:15.794703731,00:00:00
quic-go-dockerhalf-clientB-1,15:42:17.643782708,15:42:17.691139822
quic-go-dockerhalf-clientB-1,15:44:29.577155067,15:44:29.628107221
quic-go-dockerhalf-clientA-1,15:44:27.832495026,00:00:00
quic-go-dockerhalf-clientB-1,15:46:41.413278849,15:46:41.468528887
quic-go-dockerhalf-clientA-1,15:46:39.463387692,00:00:00
quic-go-dockerhalf-clientA-1,15:48:51.288694727,00:00:00
quic-go-dockerhalf-clientB-1,15:48:53.02643265,15:48:53.081476023
quic-go-dockerhalf-clientB-1,15:51:04.583557405,15:51:04.63848005
quic-go-dockerhalf-clientA-1,15:51:02.788201542,00:00:00
quic-go-dockerhalf-clientB-1,15:53:15.216353659,15:53:15.271681061
