Container,StartTime,EndTime
quic-go-dockerhalf-clientB-1,06:09:54.553638947,06:09:54.600170422
quic-go-dockerhalf-clientA-1,06:09:52.507998398,00:00:00
quic-go-dockerhalf-clientB-1,06:12:04.659487207,00:00:00
quic-go-dockerhalf-clientA-1,06:12:03.51639441,06:12:04.725291618
quic-go-dockerhalf-clientA-1,06:14:15.863232574,06:14:18.990007863
quic-go-dockerhalf-clientB-1,06:14:18.934272909,00:00:00
quic-go-dockerhalf-clientB-1,06:16:29.802614449,06:16:29.854898511
quic-go-dockerhalf-clientA-1,06:16:27.394930816,00:00:00
quic-go-dockerhalf-clientB-1,06:18:40.245842388,00:00:00
quic-go-dockerhalf-clientA-1,06:18:38.495232287,06:18:40.293488823
quic-go-dockerhalf-clientA-1,06:20:49.842857961,06:20:51.565858799
quic-go-dockerhalf-clientB-1,06:20:51.512539178,00:00:00
quic-go-dockerhalf-clientA-1,06:23:02.803541485,00:00:00
quic-go-dockerhalf-clientB-1,06:23:05.789222153,06:23:05.838827846
quic-go-dockerhalf-clientB-1,06:25:15.748746587,00:00:00
quic-go-dockerhalf-clientA-1,06:25:13.889568866,06:25:15.801360308
quic-go-dockerhalf-clientA-1,06:27:26.67362859,06:27:28.760645796
quic-go-dockerhalf-clientB-1,06:27:28.685289137,06:27:28.761946308
quic-go-dockerhalf-clientB-1,06:29:39.662674794,06:29:39.710570879
quic-go-dockerhalf-clientA-1,06:29:37.901948535,00:00:00
quic-go-dockerhalf-clientA-1,06:31:50.218398863,00:00:00
quic-go-dockerhalf-clientB-1,06:31:51.914552515,06:31:51.962143469
quic-go-dockerhalf-clientA-1,06:34:01.705920807,00:00:00
quic-go-dockerhalf-clientB-1,06:34:03.964525356,06:34:04.037226208
quic-go-dockerhalf-clientA-1,06:36:13.22693353,00:00:00
quic-go-dockerhalf-clientB-1,06:36:14.852781139,06:36:14.909148912
quic-go-dockerhalf-clientA-1,06:38:24.621779833,00:00:00
quic-go-dockerhalf-clientB-1,06:38:26.336941562,06:38:26.393302296
quic-go-dockerhalf-clientB-1,06:40:38.954639269,06:40:39.002202545
quic-go-dockerhalf-clientA-1,06:40:37.040253578,06:40:39.001024929
quic-go-dockerhalf-clientA-1,06:42:48.258305182,00:00:00
quic-go-dockerhalf-clientB-1,06:42:49.806967908,06:42:49.855133933
quic-go-dockerhalf-clientB-1,06:45:01.933785714,06:45:01.982322303
quic-go-dockerhalf-clientA-1,06:45:00.453133652,00:00:00
quic-go-dockerhalf-clientB-1,06:47:13.648645328,06:47:13.695445523
quic-go-dockerhalf-clientA-1,06:47:11.696751894,00:00:00
quic-go-dockerhalf-clientB-1,06:49:25.360884012,00:00:00
quic-go-dockerhalf-clientA-1,06:49:23.543260361,06:49:25.408921552
quic-go-dockerhalf-clientB-1,06:51:36.64116714,06:51:36.704698076
quic-go-dockerhalf-clientA-1,06:51:35.300004198,00:00:00
quic-go-dockerhalf-clientB-1,06:53:48.294835893,06:53:48.352778485
quic-go-dockerhalf-clientA-1,06:53:46.704891616,00:00:00
quic-go-dockerhalf-clientB-1,06:56:00.263174205,06:56:00.324065228
quic-go-dockerhalf-clientB-1,06:56:00.263174205,00:00:00
quic-go-dockerhalf-clientA-1,06:58:10.382375881,00:00:00
quic-go-dockerhalf-clientB-1,06:58:12.188548062,06:58:12.251295554
quic-go-dockerhalf-clientA-1,07:00:21.719497477,00:00:00
quic-go-dockerhalf-clientB-1,07:00:23.647427026,07:00:23.69559126
quic-go-dockerhalf-clientA-1,07:02:33.281339006,00:00:00
quic-go-dockerhalf-clientB-1,07:02:35.079757771,07:02:35.132956207
quic-go-dockerhalf-clientB-1,07:04:46.458852996,07:04:46.510287885
quic-go-dockerhalf-clientA-1,07:04:45.118797094,00:00:00
quic-go-dockerhalf-clientA-1,07:06:57.140553462,07:06:58.943506588
quic-go-dockerhalf-clientB-1,07:06:58.894299452,00:00:00
quic-go-dockerhalf-clientA-1,07:09:08.694589409,00:00:00
quic-go-dockerhalf-clientB-1,07:09:10.574910075,07:09:10.631765956
quic-go-dockerhalf-clientB-1,07:11:21.555052808,07:11:21.610122269
quic-go-dockerhalf-clientA-1,07:11:20.204969105,07:11:21.611000516
quic-go-dockerhalf-clientB-1,07:13:33.958623828,00:00:00
quic-go-dockerhalf-clientA-1,07:13:32.587459097,07:13:34.005117287
quic-go-dockerhalf-clientB-1,07:15:45.308260573,00:00:00
quic-go-dockerhalf-clientA-1,07:15:43.761316388,07:15:45.356044652
quic-go-dockerhalf-clientB-1,07:17:58.890498231,07:17:58.938862445
quic-go-dockerhalf-clientA-1,07:17:55.856112922,00:00:00
quic-go-dockerhalf-clientB-1,07:20:09.580252478,00:00:00
quic-go-dockerhalf-clientA-1,07:20:07.298601845,07:20:09.628410419
quic-go-dockerhalf-clientA-1,07:22:19.409263692,00:00:00
quic-go-dockerhalf-clientB-1,07:22:21.200674986,07:22:21.247285924
quic-go-dockerhalf-clientB-1,07:24:32.667256993,00:00:00
quic-go-dockerhalf-clientA-1,07:24:30.984366014,07:24:32.715442606
quic-go-dockerhalf-clientA-1,07:26:42.689723161,07:26:44.433519086
quic-go-dockerhalf-clientB-1,07:26:44.383814154,00:00:00
quic-go-dockerhalf-clientB-1,07:28:55.522037859,07:28:55.584360704
quic-go-dockerhalf-clientA-1,07:28:53.75278829,00:00:00
quic-go-dockerhalf-clientB-1,07:31:06.862363129,00:00:00
quic-go-dockerhalf-clientA-1,07:31:05.095826367,07:31:06.910484916
quic-go-dockerhalf-clientA-1,07:33:19.394451239,00:00:00
quic-go-dockerhalf-clientB-1,07:33:22.787876832,07:33:22.852540168
quic-go-dockerhalf-clientB-1,07:35:30.544103354,00:00:00
quic-go-dockerhalf-clientA-1,07:35:28.730090481,07:35:30.591453929
quic-go-dockerhalf-clientB-1,07:37:42.27656883,07:37:42.325263662
quic-go-dockerhalf-clientA-1,07:37:40.575200555,00:00:00
quic-go-dockerhalf-clientA-1,07:39:51.805726718,07:39:54.174555702
quic-go-dockerhalf-clientB-1,07:39:54.127422855,00:00:00
quic-go-dockerhalf-clientA-1,07:42:03.522526235,00:00:00
quic-go-dockerhalf-clientB-1,07:42:04.862879313,07:42:04.91811349
quic-go-dockerhalf-clientA-1,07:44:15.379382906,07:44:17.057957102
quic-go-dockerhalf-clientB-1,07:44:17.003320694,07:44:17.058025266
quic-go-dockerhalf-clientA-1,07:46:27.227304338,00:00:00
quic-go-dockerhalf-clientB-1,07:46:28.972620259,07:46:29.021871554
quic-go-dockerhalf-clientA-1,07:48:39.780777835,00:00:00
quic-go-dockerhalf-clientB-1,07:48:40.577705242,07:48:40.634884518
quic-go-dockerhalf-clientA-1,07:50:51.341639332,07:50:53.568561173
quic-go-dockerhalf-clientB-1,07:50:53.519725319,00:00:00
quic-go-dockerhalf-clientB-1,07:53:03.336376407,07:53:03.440849376
quic-go-dockerhalf-clientA-1,07:53:01.953498675,00:00:00
quic-go-dockerhalf-clientB-1,07:55:15.774265498,07:55:16.028432727
quic-go-dockerhalf-clientA-1,07:55:13.865859216,00:00:00
quic-go-dockerhalf-clientA-1,07:57:25.947659154,07:57:27.914599384
quic-go-dockerhalf-clientB-1,07:57:27.860504373,00:00:00
quic-go-dockerhalf-clientA-1,07:59:37.528927883,07:59:39.03579002
quic-go-dockerhalf-clientB-1,07:59:38.987027596,00:00:00
quic-go-dockerhalf-clientA-1,08:01:49.243980087,00:00:00
quic-go-dockerhalf-clientB-1,08:01:50.608938263,08:01:50.753478126
quic-go-dockerhalf-clientB-1,08:04:02.152895832,08:04:02.200345823
quic-go-dockerhalf-clientA-1,08:04:00.627338761,00:00:00
quic-go-dockerhalf-clientB-1,08:06:13.830151514,08:06:13.890034478
quic-go-dockerhalf-clientA-1,08:06:12.555032613,00:00:00
quic-go-dockerhalf-clientA-1,08:08:24.29420929,00:00:00
quic-go-dockerhalf-clientB-1,08:08:25.831747709,08:08:25.881584448
quic-go-dockerhalf-clientA-1,08:10:35.740586506,08:10:36.978823974
quic-go-dockerhalf-clientB-1,08:10:36.929781683,00:00:00
quic-go-dockerhalf-clientB-1,08:12:48.782923389,08:12:48.829290458
quic-go-dockerhalf-clientA-1,08:12:46.817809784,00:00:00
quic-go-dockerhalf-clientB-1,08:15:00.91301854,08:15:00.963559345
quic-go-dockerhalf-clientA-1,08:14:58.915976493,00:00:00
quic-go-dockerhalf-clientB-1,08:17:12.340190629,00:00:00
quic-go-dockerhalf-clientA-1,08:17:10.383477326,08:17:12.399088402
quic-go-dockerhalf-clientA-1,08:19:21.968188834,08:19:23.762411337
quic-go-dockerhalf-clientB-1,08:19:23.704803677,00:00:00
quic-go-dockerhalf-clientB-1,08:21:35.926567648,08:21:35.974700819
quic-go-dockerhalf-clientA-1,08:21:33.864577061,00:00:00
quic-go-dockerhalf-clientA-1,08:23:45.220136796,00:00:00
quic-go-dockerhalf-clientB-1,08:23:47.224852284,08:23:47.480077657
quic-go-dockerhalf-clientB-1,08:26:07.503714883,08:26:07.757370631
quic-go-dockerhalf-clientA-1,08:25:59.802555018,00:00:00
quic-go-dockerhalf-clientB-1,08:28:11.950249449,08:28:12.001317759
quic-go-dockerhalf-clientA-1,08:28:09.725837426,00:00:00
quic-go-dockerhalf-clientB-1,08:30:23.211159211,08:30:23.325112454
quic-go-dockerhalf-clientA-1,08:30:21.188119413,00:00:00
quic-go-dockerhalf-clientB-1,08:32:34.736680279,08:32:34.787088567
quic-go-dockerhalf-clientA-1,08:32:33.000544022,00:00:00
quic-go-dockerhalf-clientB-1,08:34:48.231942935,08:34:48.280206072
quic-go-dockerhalf-clientA-1,08:34:46.192560568,00:00:00
quic-go-dockerhalf-clientA-1,08:36:58.322573289,08:37:00.408403696
quic-go-dockerhalf-clientB-1,08:37:00.36151972,00:00:00
quic-go-dockerhalf-clientA-1,08:39:10.597427802,00:00:00
quic-go-dockerhalf-clientB-1,08:39:12.43311303,08:39:12.501371456
quic-go-dockerhalf-clientB-1,08:41:24.04024023,08:41:24.092599452
quic-go-dockerhalf-clientA-1,08:41:22.405297162,00:00:00
quic-go-dockerhalf-clientB-1,08:43:36.68191841,08:43:36.729773101
quic-go-dockerhalf-clientA-1,08:43:34.678420589,00:00:00
quic-go-dockerhalf-clientA-1,08:45:46.818582,00:00:00
quic-go-dockerhalf-clientB-1,08:45:48.860403908,08:45:48.908124365
quic-go-dockerhalf-clientA-1,08:47:58.87533583,00:00:00
quic-go-dockerhalf-clientB-1,08:48:00.645256349,08:48:00.888435585
quic-go-dockerhalf-clientB-1,08:50:12.364401319,00:00:00
quic-go-dockerhalf-clientA-1,08:50:10.598835397,08:50:12.412613434
quic-go-dockerhalf-clientA-1,08:52:22.705606419,00:00:00
quic-go-dockerhalf-clientB-1,08:52:24.774221149,08:52:24.822260854
quic-go-dockerhalf-clientB-1,08:54:35.672732245,00:00:00
quic-go-dockerhalf-clientA-1,08:54:34.667871558,08:54:35.730159358
quic-go-dockerhalf-clientA-1,08:56:46.059824156,00:00:00
quic-go-dockerhalf-clientB-1,08:56:47.430679861,08:56:47.490508801
quic-go-dockerhalf-clientB-1,08:58:59.672622356,08:58:59.725171851
quic-go-dockerhalf-clientA-1,08:58:57.961019974,00:00:00
quic-go-dockerhalf-clientA-1,09:01:09.989268411,00:00:00
quic-go-dockerhalf-clientB-1,09:01:11.864867021,09:01:11.921591901
quic-go-dockerhalf-clientA-1,09:03:22.036668378,09:03:23.735628575
quic-go-dockerhalf-clientB-1,09:03:23.677621079,00:00:00
quic-go-dockerhalf-clientA-1,09:05:33.907748569,09:05:35.723214575
quic-go-dockerhalf-clientB-1,09:05:35.67384464,00:00:00
quic-go-dockerhalf-clientB-1,09:07:46.724804837,09:07:46.765387901
quic-go-dockerhalf-clientA-1,09:07:45.624804837,00:00:00
quic-go-dockerhalf-clientB-1,09:09:58.948785841,09:09:59.004281869
quic-go-dockerhalf-clientA-1,09:09:56.913611679,00:00:00
quic-go-dockerhalf-clientB-1,09:12:10.631597752,09:12:10.689387634
quic-go-dockerhalf-clientA-1,09:12:08.877527317,00:00:00
quic-go-dockerhalf-clientB-1,09:14:21.781727241,09:14:21.981080337
quic-go-dockerhalf-clientA-1,09:14:19.870951424,00:00:00
quic-go-dockerhalf-clientB-1,09:16:34.466094815,00:00:00
quic-go-dockerhalf-clientA-1,09:16:32.252767472,09:16:34.515358353
quic-go-dockerhalf-clientA-1,09:18:44.263682835,00:00:00
quic-go-dockerhalf-clientB-1,09:18:45.805645335,09:18:45.855382772
quic-go-dockerhalf-clientA-1,09:20:55.014218536,09:20:56.446201823
quic-go-dockerhalf-clientB-1,09:20:56.383555245,00:00:00
quic-go-dockerhalf-clientA-1,09:23:08.011318455,00:00:00
quic-go-dockerhalf-clientB-1,09:23:08.607897949,09:23:08.661313747
quic-go-dockerhalf-clientB-1,09:25:20.376896159,00:00:00
quic-go-dockerhalf-clientA-1,09:25:18.816864458,09:25:20.434336434
quic-go-dockerhalf-clientB-1,09:27:31.799649854,09:27:31.857045667
quic-go-dockerhalf-clientA-1,09:27:30.61601162,00:00:00
quic-go-dockerhalf-clientB-1,09:29:43.61945346,00:00:00
quic-go-dockerhalf-clientA-1,09:29:42.055020126,09:29:43.671893467
quic-go-dockerhalf-clientB-1,09:31:55.731951289,09:31:55.790959681
quic-go-dockerhalf-clientA-1,09:31:53.72111135,00:00:00
quic-go-dockerhalf-clientB-1,09:34:07.238180579,09:34:07.292278418
quic-go-dockerhalf-clientA-1,09:34:05.426381265,00:00:00
quic-go-dockerhalf-clientA-1,09:36:17.282886539,09:36:19.271668443
quic-go-dockerhalf-clientB-1,09:36:19.221370159,00:00:00
quic-go-dockerhalf-clientA-1,09:38:28.369485701,00:00:00
quic-go-dockerhalf-clientB-1,09:38:30.675475879,09:38:30.72924888
quic-go-dockerhalf-clientA-1,09:40:40.236469892,00:00:00
quic-go-dockerhalf-clientB-1,09:40:41.542772444,09:40:41.592279584
quic-go-dockerhalf-clientB-1,09:42:53.153549137,09:42:53.204241235
quic-go-dockerhalf-clientA-1,09:42:51.380968993,00:00:00
quic-go-dockerhalf-clientA-1,09:45:03.989537476,00:00:00
quic-go-dockerhalf-clientB-1,09:45:04.882644537,09:45:04.940899493
quic-go-dockerhalf-clientB-1,09:47:16.837193603,00:00:00
quic-go-dockerhalf-clientA-1,09:47:14.996988657,09:47:16.885963996
